Year,Category,Provincial/territorial prescribed drugs,Federal direct prescribed drugs,Workers compensation board prescribed drugs,Drug insurance funds premium on prescribed drugs,Total public-sector prescribed drugs,Private insurers* prescribed drugs,Out-of-pocket prescribed drugs,Total private-sector prescribed drugs,Total prescribed drugs,Private over-the-counter drugs ,Private personal health supplies ,Total non-prescribed drugs,Public-sector total drugs,Private-sector total drugs,Total drugs,Shorthand,Legend,Province,Province Code
2018,G.8.1: Expenditure by year,340.2285843,92.09132336,4.423516729,,436.7434244,,,481.4436696,918.1870941,107.2872951,72.78826087,180.075556,436.7434244,661.5192256,1098.26265,G.8.1,Expenditure on drugs by type and source of finance in millions of current dollars; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1985,G.8.2: Percentage by year,49.64042936,4.60611028,0.105834938,,54.35237458,,,19.70762107,74.05999565,,,25.94000435,54.35237458,45.64762542,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1986,G.8.2: Percentage by year,50.02268313,4.377643236,0.091079812,,54.49140618,,,20.83248578,75.32389195,,,24.67610805,54.49140618,45.50859382,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1987,G.8.2: Percentage by year,41.1907511,4.6923860369999995,0.127708187,,46.01084533,,,25.81249697,71.82334229,,,28.17665771,46.01084533,53.98915467,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1988,G.8.2: Percentage by year,34.0950188,5.268718501,0.180684008,,39.54442131,,,28.92934229,68.4737636,,,31.5262364,39.54442131,60.45557869,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1989,G.8.2: Percentage by year,32.84778497,5.359841023,0.104249748,,38.31187574,,,29.54487298,67.85674872,,,32.14325128,38.31187574,61.68812426,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1990,G.8.2: Percentage by year,34.47770918,5.622584217000001,0.101248479,,40.20154187,,,30.90110389,71.10264576,,,28.89735424,40.20154187,59.79845813,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1991,G.8.2: Percentage by year,34.28138062,6.15811347,0.10071416,,40.54020825,,,32.71573435,73.2559426,,,26.744057399999996,40.54020825,59.45979175,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1992,G.8.2: Percentage by year,30.34794409,6.774151611000001,0.118011746,,37.24010744,,,35.54448236,72.78458981,14.50875983,12.70665036,27.21541019,37.24010744,62.75989256,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1993,G.8.2: Percentage by year,19.11904976,7.417363619,0.145429287,,26.68184267,,,41.93522986,68.61707252,16.505571300000003,14.87735618,31.38292748,26.68184267,73.31815733,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1994,G.8.2: Percentage by year,17.54268253,7.821996959,0.13425552,,25.49893501,,,44.13254494,69.63147995,16.13908649,14.22943357,30.36852005,25.49893501,74.50106499,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1995,G.8.2: Percentage by year,19.10611376,8.375256858,0.149501208,,27.63087183,,,43.96846018,71.59933201,15.01823917,13.38242882,28.40066799,27.63087183,72.36912817,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1996,G.8.2: Percentage by year,19.78208781,8.554849809,0.241751723,,28.57868934,,,44.01568672,72.59437605,14.08218237,13.32344157,27.40562395,28.57868934,71.42131066,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1997,G.8.2: Percentage by year,19.31425397,8.691675996,0.236651274,,28.24258124,,,44.93763918,73.18022042,13.63180032,13.18797926,26.81977958,28.24258124,71.75741876,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1998,G.8.2: Percentage by year,21.03050446,8.978796415,0.247880538,,30.25718141,,,44.59858832,74.85576973,12.69565739,12.44857288,25.14423027,30.25718141,69.74281859,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1999,G.8.2: Percentage by year,22.02878163,9.589721305,0.280510514,,31.89901345,,,43.01227988,74.91129334,13.05809657,12.030610099999999,25.08870666,31.89901345,68.10098655,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2000,G.8.2: Percentage by year,22.95529566,9.690818522,0.302676287,,32.94879047,,,42.54473684,75.49352731,12.80758609,11.6988866,24.50647269,32.94879047,67.05120953,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2001,G.8.2: Percentage by year,24.81794804,9.683788400000001,0.314969922,,34.81670636,,,43.51018381,78.32689017,11.50147743,10.17163241,21.67310983,34.81670636,65.18329364,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2002,G.8.2: Percentage by year,26.92197496,10.37582524,0.35523499299999994,,37.65303519,,,41.79539963,79.44843482,10.91582289,9.635742289,20.55156518,37.65303519,62.34696481,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2003,G.8.2: Percentage by year,27.53119033,10.67462558,0.369621231,,38.57543714,,,43.08547533,81.66091246,9.800810314,8.538277223,18.33908754,38.57543714,61.42456286,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2004,G.8.2: Percentage by year,28.20975416,10.26185573,0.401526283,,38.87313617,,,43.36460106,82.23773723,9.558610044,8.203652723,17.76226277,38.87313617,61.12686383,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2005,G.8.2: Percentage by year,29.47890604,10.18474868,0.38748862799999995,,40.05114335,,,42.74444548,82.79558883,9.222571172,7.981839995,17.20441117,40.05114335,59.94885665,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2006,G.8.2: Percentage by year,31.031219300000004,10.605664599999999,0.411272629,,42.04815653,,,40.96463675,83.01279328,9.146719951,7.840486765,16.98720672,42.04815653,57.95184347,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2007,G.8.2: Percentage by year,34.46613881,9.949613433,0.395594823,,44.81134707,,,39.56981912,84.38116618,8.598233721,7.020600095,15.61883382,44.81134707,55.18865293,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2008,G.8.2: Percentage by year,36.56272781,10.0495334,0.43868100299999996,,47.05094221,,,37.03958814,84.09053035,8.891374102999999,7.018095542999999,15.90946965,47.05094221,52.94905779,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2009,G.8.2: Percentage by year,35.79916437,9.618290092,0.420302115,,45.83775657,,,38.3043829,84.14213947,8.972082721,6.885777806,15.85786053,45.83775657,54.16224343,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2010,G.8.2: Percentage by year,34.07528002,8.851082293,0.44355146700000003,,43.36991378,,,41.15184873,84.52176251,8.803983531,6.674253957,15.47823749,43.36991378,56.63008622,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2011,G.8.2: Percentage by year,33.015716600000005,8.866411564,0.451530504,,42.33365866,,,41.62014601,83.95380468,9.191015168,6.855180157,16.04619532,42.33365866,57.66634134,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2012,G.8.2: Percentage by year,32.29730945,9.096028083,0.452726216,,41.84606375,,,41.98790482,83.83396856,9.361965656,6.804065782,16.16603144,41.84606375,58.15393625,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2013,G.8.2: Percentage by year,32.05265293,9.195461895,0.474484086,,41.72259891,,,42.69184477,84.41444368,9.18561251,6.399943812,15.58555632,41.72259891,58.27740109,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2014,G.8.2: Percentage by year,31.961110100000003,9.38806004,0.42115265399999996,,41.77032279,,,42.02365889,83.79398169,9.613895957,6.592122354,16.20601831,41.77032279,58.22967721,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2015,G.8.2: Percentage by year,31.1350218,9.60352697,0.412849885,,41.15139865,,,41.99922839,83.15062704,9.964836297,6.884536659,16.84937296,41.15139865,58.84860135,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2016,G.8.2: Percentage by year,31.50669446,9.046855966,0.42748157700000006,,40.98103201,,,42.68446346,83.66549547,9.571459402999999,6.76304513,16.33450453,40.98103201,59.01896799,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2017,G.8.2: Percentage by year,31.43310138,8.469477711,0.410280821,,40.31285991,,,43.46028751,83.77314742,9.576729403,6.650123174,16.22685258,40.31285991,59.68714009,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2018,G.8.2: Percentage by year,30.9787995,8.38518212,0.402774029,,39.76675565,,,43.83684264,83.60359828,9.768819427999999,6.627582287999999,16.39640172,39.76675565,60.23324435,100.0,G.8.2,Percentage share of expenditure on drugs by type and source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1985,G.8.3: Percentage by year,5.652229295,0.524467491,0.012050729,,6.188747515,,,8.051367695,6.594724906000001,,,10.59755067,6.188747515,18.64891837,8.904571014,G.8.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1986,G.8.3: Percentage by year,6.113553105,0.535016371,0.011131375,,6.659700852,,,8.937610311,7.1647384689999996,,,10.5866117,6.659700852,19.52422201,9.511906891,G.8.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1987,G.8.3: Percentage by year,4.939995257,0.562756545,0.015316007,,5.518067809,,,10.73952115,6.686389901,,,11.72315146,5.518067809,22.46267261,9.309494222,G.8.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1988,G.8.3: Percentage by year,4.290653961,0.663036675,0.022738001,,4.9764286360000005,,,14.47266069,6.885078074,,,15.77182494,4.9764286360000005,30.24448563,10.05506009,G.8.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1989,G.8.3: Percentage by year,4.590343386,0.7490158259999999,0.014568475,,5.353927687,,,15.87529592,7.525503764,,,17.27147808,5.353927687,33.146774,11.09028049,G.8.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1990,G.8.3: Percentage by year,4.951377261,0.807464774,0.014540392,,5.7733824270000005,,,17.28511249,8.125101297999999,,,16.16427751,5.7733824270000005,33.44939,11.42728405,G.8.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1991,G.8.3: Percentage by year,5.113141816000001,0.918495898,0.015021733999999998,,6.046659449,,,18.17929423,8.61411205,,,14.86098656,6.046659449,33.04028078,11.75892596,G.8.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1992,G.8.3: Percentage by year,4.671025285,1.042648338,0.018163861,,5.731837485,,,19.6794068,8.765806699999999,,,15.06796815,5.731837485,34.74737495,12.04349262,G.8.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1993,G.8.3: Percentage by year,3.3432147139999997,1.2970225770000001,0.025430203999999998,,4.665667495,,,22.0689897,9.006105959,,,16.51569589,4.665667495,38.58468559,13.12516787,G.8.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1994,G.8.3: Percentage by year,3.1568649289999997,1.4075947519999998,0.024159734,,4.588619415,,,23.29715003,9.344842465,,,16.03125242,4.588619415,39.32840246,13.42042776,G.8.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1995,G.8.3: Percentage by year,3.5025904189999997,1.535377356,0.027407012,,5.065374788,,,23.61444022,9.785629463,,,15.25334009,5.065374788,38.86778031,13.66720776,G.8.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1996,G.8.3: Percentage by year,3.575310265,1.546158456,0.043692932000000004,,5.165161653,,,23.60055264,9.812704572000001,,,14.69448551,5.165161653,38.29503815,13.517169099999998,G.8.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1997,G.8.3: Percentage by year,3.5054635839999997,1.5775061119999998,0.042951305999999995,,5.125921002,,,23.69726102,9.881101134,,,14.14305088,5.125921002,37.8403119,13.50242057,G.8.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1998,G.8.3: Percentage by year,3.7523675260000005,1.6020416519999998,0.044228082,,5.39863726,,,24.81007814,10.11264385,,,13.98766959,5.39863726,38.79774773,13.50950487,G.8.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
1999,G.8.3: Percentage by year,3.951282216,1.7200994530000002,0.050314912,,5.721696581000001,,,23.93026154,10.16091041,,,13.95832339,5.721696581000001,37.88858493,13.56392335,G.8.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
2000,G.8.3: Percentage by year,4.1949874639999996,1.7709579009999998,0.055312868,,6.021258232,,,23.84061916,10.40339289,,,13.73259129,6.021258232,37.57321046,13.78050974,G.8.3,Expenditure on drugs by type as a percentage share of public; private; and total health expenditures; by source of finance; Saskatchewan; 1985 to 2018,Saskatchewan,Sask.
